,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
,The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
542,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段361~390號,21.66,住,,,1081203,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980817.0,152.86,3,2,2,有,有,8100000,55343.0,坡道平面,29.99,1300000,含增建或未登記建物。權利人二人,RPROMLLKKHPFFEF38DA
545,汐止區,房地(土地+建物),新北市汐止區建成路57巷61~90號,10.49,住,,,1081221,土地2建物1車位0,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871113.0,76.6,3,3,2,有,有,8880000,115927.0,,0.0,0,含增建或未登記建物。,RPQPMLMKKHPFFDF38DA
548,新店區,房地(土地+建物),新北市新店區達觀路8巷1~30號,33.52,,山坡地保育區,丙種建築用地,1081223,土地5建物1車位0,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850627.0,68.68,2,2,1,有,有,3750000,54601.0,,0.0,0,,RPWOMLSKKHPFFCF76DA
549,汐止區,房地(土地+建物),新北市汐止區新台五路一段151~180號,4.49,商,,,1081209,土地1建物1車位0,二十一層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890523.0,87.16,2,2,1,有,有,10450000,119894.0,,0.0,0,含增建或未登記建物。,RPTNMLRJKHPFFDF88DA
554,新莊區,房地(土地+建物)+車位,新北市新莊區新北大道七段301~330號,9.86,其他,,,1081215,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931126.0,133.31,3,2,2,有,有,11260000,91036.0,坡道機械,18.41,800000,含增建或未登記建物。,RPORMLRJKHPFFBF58DA
558,板橋區,房地(土地+建物),新北市板橋區民生路三段301~330號,3.2,住,,,1081222,土地1建物1車位0,二十六層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,950914.0,94.79,2,2,2,有,有,12750000,134508.0,,0.0,0,含增建或未登記建物。,RPWOMLKKKHPFFAF38DA
559,板橋區,房地(土地+建物),新北市板橋區漢生東路211~240號,5.04,其他,,,1090114,土地1建物1車位0,十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,980724.0,77.44,2,1,1,有,有,16350000,211131.0,,0.0,0,含增建或未登記建物。,RPQNMLTJKHPFFAF48DA
560,三峽區,房地(土地+建物)+車位,新北市三峽區大義路211~240號,15.45,商,,,1090104,土地1建物1車位1,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970807.0,180.27,3,2,2,有,有,14100000,85482.0,坡道平面,32.87,1500000,,RPXOMLLKKHPFFIF66CA
565,三峽區,房地(土地+建物),新北市三峽區大智路1~30號,13.95,住,,,1081223,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950123.0,92.03,2,2,1,有,有,6760000,73454.0,,0.0,0,,RPSNMLLKKHPFFIF68CA
570,樹林區,房地(土地+建物)+車位,新北市樹林區學勤路211~240號,16.26,商,,,1090104,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951101.0,183.36,3,2,2,有,有,13580000,74062.0,坡道平面,38.03,0,,RPOQMLQJKHPFFIF98CA
571,樹林區,房地(土地+建物)+車位,新北市樹林區學勤路631~660號,20.28,住,,,1081222,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970303.0,156.35,3,2,2,有,有,13100000,83786.0,坡道平面,33.2,0,,RPTPMLRJKHPFFIF86CA
579,中和區,房地(土地+建物),新北市中和區景平路271~300號,4.67,住,,,1081203,土地1建物1車位0,五層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910816.0,58.01000000000001,2,1,1,有,有,9750000,168074.0,,0.0,0,含增建或未登記建物。;,RPSOMLLKKHPFFHF68CA
586,永和區,房地(土地+建物)+車位,新北市永和區永利路72巷1~30號,23.1,住,,,1081227,土地3建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960207.0,224.48,4,2,2,有,有,30500000,135870.0,坡道平面,46.82,0,含增建或未登記建物。;,RPRPMLRJKHPFFHF56CA
596,三重區,房地(土地+建物)+車位,新北市三重區集勇街1~30號,30.52,住,,,1081227,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990920.0,175.07999999999996,3,2,2,有,有,21000000,119945.0,坡道平面,26.37,0,,RPWOMLTKKHPFFGF17CA
597,三重區,房地(土地+建物),新北市三重區重新路一段121~150號,4.87,其他,,,1090110,土地1建物1車位0,十六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220.0,89.66,2,2,1,有,有,12922000,144122.0,,0.0,0,向政府機關承購之案件。;,RPOPMLTKKHPFFGF09CA
601,三重區,房地(土地+建物),新北市三重區中正南路250巷1~30號,6.2,住,,,1090105,土地5建物1車位0,二十二層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,970627.0,82.37,2,2,1,有,有,12400000,150540.0,,0.0,0,含增建或未登記建物。;夾層,RPTPMLNKKHPFFGF98CA
605,三重區,房地(土地+建物)+車位,新北市三重區中正南路250巷1~30號,8.98,住,,,1090102,土地5建物1車位1,二十層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,970627.0,159.19,3,2,2,有,有,18080000,113575.0,坡道平面,35.0,0,,RPWNMLLKKHPFFGF88CA
609,淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段361~390號,19.34,住,,,1081221,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070713.0,134.4,3,2,2,有,有,8250000,61384.0,坡道平面,26.84,0,,RPTOMLOJLHPFFEF78CA
613,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段126巷61~90號,19.84,住,,,1081229,土地1建物1車位1,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050816.0,148.81,3,2,2,有,有,9460000,63571.0,坡道平面,36.51,0,,RPVRMLTKKHPFFEF17CA
614,八里區,房地(土地+建物),新北市八里區中華路二段511~540號,8.69,住,,,1090108,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840715.0,83.61,2,2,1,有,有,4380000,52386.0,,0.0,0,,RPQTMLTKKHPFFEF86CA
618,淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段31~60號,25.23,住,,,1081225,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070227.0,161.0,3,2,2,有,有,8300000,53718.0,坡道平面,29.76,1250000,,RPVTMLLKKHPFFEF56CA
620,淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段31~60號,25.75,住,,,1081210,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070227.0,160.68,3,2,2,有,有,8870000,56676.0,坡道平面,29.76,1450000,,RPTUMLLKKHPFFEF09CA
624,淡水區,房地(土地+建物)+車位,新北市淡水區新市二路三段172巷1~30號,20.62,住,,,1090103,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041028.0,161.64,3,2,2,有,有,9300000,57535.0,坡道平面,28.13,0,,RPVNMLNKKHPFFEF78CA
626,汐止區,房地(土地+建物)+車位,新北市汐止區康寧街751巷1~30號,14.12,其他,,,1081225,土地2建物1車位1,五層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850718.0,128.72,2,2,1,有,有,8250000,64093.0,坡道平面,37.36,0,,RPXOMLRJKHPFFDF66CA
628,汐止區,房地(土地+建物)+車位,新北市汐止區福德一路206巷1~30號,29.42,住,,,1081231,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981028.0,188.87,4,2,2,有,有,17800000,94245.0,坡道平面,35.67,0,含增建或未登記建物。;,RPRNMLRKKHPFFDF68CA
629,淡水區,房地(土地+建物)+車位,新北市淡水區八勢路1~30號,55.79,住,,,1081026,土地1建物1車位2,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070207.0,278.88,4,2,2,有,無,25360000,112863.0,坡道平面,86.08,3600000,,RPVNMLRJKHPFFEF09CA
631,汐止區,房地(土地+建物),新北市汐止區大同路二段241~270號,5.07,住,,,1081128,土地1建物1車位0,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840126.0,63.89,1,1,1,有,有,6300000,98607.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOPMLOLKHPFFDF38CA
654,新店區,房地(土地+建物)+車位,新北市新店區達觀路22巷1~30號,38.22,,山坡地保育區,丙種建築用地,1081214,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850710.0,108.06,2,2,1,有,有,5100000,47196.0,坡道平面,0.0,0,,RPPNMLRJKHPFFCF28CA
660,林口區,房地(土地+建物)+車位,新北市林口區文化三路一段225巷1~30號,18.66,住,,,1081229,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941221.0,133.24,3,2,2,有,有,10300000,77304.0,坡道平面,19.5,0,,RPROMLSKKHPFFBF68CA
665,林口區,房地(土地+建物)+車位,新北市林口區文化三路一段225巷1~30號,18.03,住,,,1081222,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941221.0,131.39,3,2,2,有,有,10500000,79915.0,坡道平面,21.52,0,,RPSNMLNKKHPFFBF18CA
669,新莊區,房地(土地+建物),新北市新莊區中原路181~210號,9.66,住,,,1081220,土地1建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970527.0,105.25,3,2,2,有,有,12960000,123135.0,,0.0,0,,RPROMLMKKHPFFBF08CA
678,板橋區,房地(土地+建物)+車位,新北市板橋區民族路181~210號,23.29,住,,,1081111,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010612.0,230.84,3,2,2,有,有,29650000,128444.0,坡道平面,38.0,0,含增建或未登記建物。;,RPQQMLOKKHPFFAF28CA
683,泰山區,房地(土地+建物)+車位,新北市泰山區仁愛路100巷31~60號,15.1,商,,,1090107,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931021.0,156.2,4,2,2,有,有,14580000,93348.0,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVOMLRJKHPFFBF88CA
697,板橋區,房地(土地+建物)+車位,新北市板橋區南雅南路二段121~150號,35.19,住,,,1081117,土地2建物1車位2,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000602.0,333.54,4,2,3,有,有,47200000,164099.0,坡道平面,73.94,4600000,,RPRNMLTJKHPFFAF48CA
713,土城區,房地(土地+建物),新北市土城區明德路二段181~210號,18.25,住,,,1081218,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860725.0,113.4,3,2,2,有,有,12500000,110229.0,,0.0,0,含增建或未登記建物。;,RPRRMLKKKHPFFAF08CA
721,板橋區,房地(土地+建物),新北市板橋區金門街31巷1~30號,21.47,住,,,1081221,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,791221.0,145.31,4,2,2,有,有,11630000,80036.0,,0.0,0,,RPTOMLPKKHPFFAF48CA
731,新莊區,房地(土地+建物)+車位,新北市新莊區立信三街31~60號,13.14,住,,,1081216,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940331.0,121.88,2,2,1,有,有,12600000,103380.0,坡道平面,0.0,0,,RPPOMLKKKHPFFBF67CA
736,林口區,房地(土地+建物)+車位,新北市林口區文化三路一段191巷1~30號,21.59,住,,,1081226,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970411.0,181.59,4,2,2,有,有,14840000,81723.0,坡道平面,17.29,0,含增建或未登記建物。;,RPOSMLLKKHPFFBF08CA
742,新莊區,房地(土地+建物),新北市新莊區中平路110巷1~30號,15.56,住,,,1081230,土地1建物1車位0,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800309.0,114.64,2,2,2,有,有,9000000,78507.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLNKKHPFFBF48CA
745,泰山區,房地(土地+建物)+車位,新北市泰山區泰林路二段529巷1~30號,18.05,住,,,1090113,土地2建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821130.0,151.64,3,2,2,有,有,7850000,51767.0,坡道平面,0.0,0,,RPSQMLMKKHPFFBF38CA
752,新莊區,房地(土地+建物)+車位,新北市新莊區青山路一段61~90號,18.81,住,,,1090112,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940906.0,179.79,4,2,2,有,有,12400000,68969.0,坡道平面,26.42,0,含增建或未登記建物。;,RPXPMLTKKHPFFBF86CA
763,新店區,房地(土地+建物),新北市新店區新坡一街61~90號,30.21,,山坡地保育區,丙種建築用地,1081110,土地1建物1車位0,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860516.0,73.16,2,2,1,有,有,9200000,125752.0,,0.0,0,含增建或未登記建物。;,RPOOMLLKKHPFFCF77CA
766,新店區,房地(土地+建物),新北市新店區寶橋路78巷61~90號,8.45,住,,,1081208,土地1建物1車位0,十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020829.0,85.47,2,1,1,有,有,14200000,166140.0,,0.0,0,含增建或未登記建物。;,RPSPMLKKKHPFFCF18CA
767,新店區,房地(土地+建物)+車位,新北市新店區安民街3巷1~30號,50.4,住,,,1081214,土地3建物1車位1,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871027.0,172.43,4,2,2,有,有,12680000,73537.0,坡道平面,33.27,0,,RPXNMLKKKHPFFCF48CA
768,新店區,房地(土地+建物)+車位,新北市新店區民權路91~120號,19.0,住,,,1090101,土地1建物1車位1,十九層,二十七層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,941226.0,189.74,3,2,2,有,有,30500000,180215.0,坡道平面,34.37,2500000,,RPPNMLTJKHPFFCF48CA
769,新店區,房地(土地+建物)+車位,新北市新店區達觀路14巷1~30號,36.5,,山坡地保育區,丙種建築用地,1090104,土地2建物1車位1,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850710.0,103.81,2,2,1,有,有,4730000,45564.0,坡道平面,0.0,0,,RPPOMLMKKHPFFCF97CA
793,淡水區,房地(土地+建物)+車位,新北市淡水區八勢路50巷61~90號,87.38,住,,,1081210,土地1建物1車位1,六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1070521.0,300.64,4,2,3,有,有,36550000,131709.0,坡道平面,37.94,1950000,,RPUPMLNKKHPFFEF88CA
795,八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,23.9,住,,,1081219,土地2建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022.0,138.14,2,2,1,有,有,7380000,61907.0,坡道平面,32.66,850000,,RPPPMLRKKHPFFEF78CA
798,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段211~240號,24.24,住,,,1081222,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080828.0,161.22,2,2,2,有,有,10200000,67552.0,坡道平面,33.17,1550000,,RPXSMLMKKHPFFEF76CA
807,淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段306巷9弄31~60號,26.6,住,,,1081219,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020902.0,181.35,4,2,2,有,有,11000000,60656.0,坡道平面,25.68,0,,RPUQMLRLKHPFFEF86CA
808,淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段99巷1~30號,20.14,住,,,1081225,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061205.0,143.9,2,1,1,有,有,7900000,54899.0,坡道平面,34.62,0,,RPOOMLMKLHPFFEF18CA
859,樹林區,房地(土地+建物),新北市樹林區大安路111巷1~30號,14.34,住,,,1090104,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831210.0,110.19,3,2,2,有,有,7500000,68064.0,,0.0,0,,RPWNMLKLKHPFFIF09CA
861,新莊區,房地(土地+建物),新北市新莊區民安路188巷8弄1~30號,5.0,商,,,1081124,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,901219.0,56.25,2,1,1,有,有,6180000,109867.0,,0.0,0,含增建或未登記建物。,RPXSMLKKKHPFFBF98DA
864,泰山區,房地(土地+建物)+車位,新北市泰山區仁愛路100巷1~30號,10.91,商,,,1081119,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931021.0,124.82999999999998,3,2,2,有,有,10780000,86357.0,坡道平面,0.0,1500000,含增建或未登記建物。,RPQQMLKKKHPFFBF08DA
867,新店區,房地(土地+建物)+車位,新北市新店區中興路三段211~240號,25.49,住,,,1081222,土地1建物1車位2,十九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000701.0,319.3,6,2,3,有,有,54880000,183113.0,坡道平面,46.9,5000000,含增建或未登記建物。權利人兩位。,RPXNMLNKKHPFFCF88DA
872,淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段189巷121~150號,54.78,住,,,1081223,土地1建物1車位2,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990615.0,321.89,3,2,2,有,有,25300000,79771.0,坡道平面,34.82,2400000,原4個坡道車道機械車位變更為2個坡道車道平面車位.,RPVQMLQLKHPFFEF96DA
884,樹林區,房地(土地+建物)+車位,新北市樹林區日新街1~30號,28.17,商,,,1081129,土地1建物1車位1,八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970507.0,192.62,3,2,2,有,有,19250000,117934.0,坡道平面,42.96,1600000,含增建或未登記建物。,RPVPMLRJKHPFFIF17DA
905,板橋區,房地(土地+建物)+車位,新北市板橋區光環路二段1~30號,41.29,住,,,1081129,土地1建物2車位2,一層，見其他登記事項,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021226.0,354.11,5,3,4,有,有,59000000,177857.0,坡道平面,44.31,3900000,,RPPNMLLKLHPFFAF87EA
913,三重區,房地(土地+建物)+車位,新北市三重區仁義街271~300號,24.9,住,,,1081227,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961214.0,153.01,3,2,2,有,有,16480000,112632.0,坡道平面,24.45,2000000,含增建或未登記建物。,RPUOMLLKKHPFFGF88DA
915,汐止區,房地(土地+建物)+車位,新北市汐止區大同路二段241~270號,14.78,住,,,1090104,土地1建物1車位1,七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001223.0,177.2,4,2,2,有,有,20100000,116235.0,坡道平面,19.76,1800000,含增建或未登記建物。,RPPNMLNLKHPFFDF28DA
916,淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段1~30號,14.14,住,,,1081231,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961005.0,98.63,2,2,1,有,有,6580000,71562.0,坡道平面,23.45,1200000,含增建或未登記建物。,RPRTMLMKKHPFFEF98DA
922,林口區,房地(土地+建物)+車位,新北市林口區文化三路一段391~420號,13.03,商,,,1090104,土地2建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950825.0,133.07,2,2,1,有,有,10500000,96669.0,坡道平面,37.91,1300000,,RPXNMLQKKHPFFBF09DA
926,三峽區,房地(土地+建物)+車位,新北市三峽區學府路151~180號,20.2,住,,,1090110,土地1建物1車位1,一層，夾層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980420.0,163.73,4,2,3,有,有,15000000,91614.0,坡道平面,13.57,0,,RPQNMLRLKHPFFIF56CA
943,樹林區,房地(土地+建物),新北市樹林區俊英街181~210號,5.66,住,,,1081220,土地1建物1車位0,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840211.0,60.59,2,2,1,有,有,5000000,82522.0,,0.0,0,,RPSPMLKLKHPFFIF88CA
967,三峽區,房地(土地+建物)+車位,新北市三峽區學府路91~120號,23.36,住,,,1081213,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980420.0,203.23,4,2,2,有,有,16350000,78446.0,坡道平面,30.5,2800000,,RPPNMLLKKHPFFIF38CA
983,三重區,建物,新北市三重區集賢路151~180號,0.0,,,,1081231,土地0建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041223.0,336.22,4,2,3,有,有,10230000,33192.0,坡道平面,56.94,960000,建商與地主合建案。;,RPRPMLOJLHPFFGF88CA
1026,淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段189巷31~60號,13.9,住,,,1090130,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020223.0,112.95,2,2,2,有,有,9080000,80390.0,坡道平面,27.17,0,交易總價包含全屋全新裝潢及家電設備,RPQPMLQJLHPFFEF78CA
1029,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路一段481~510號,27.2,住,,,1081220,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971008.0,185.01,3,2,2,有,有,9300000,50268.0,坡道平面,31.52,0,,RPSNMLOLKHPFFEF68CA
1030,淡水區,房地(土地+建物)+車位,新北市淡水區新民街一段61~90號,31.35,住,,,1081230,土地1建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981225.0,184.36,3,2,2,有,有,13200000,71599.0,坡道平面,29.92,0,,RPQQMLOLKHPFFEF78CA
1031,淡水區,房地(土地+建物),新北市淡水區八勢路2巷1~30號,18.53,住,,,1081129,土地2建物1車位0,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080509.0,94.13,2,2,1,有,有,11040000,117285.0,,0.0,0,,RPXRMLMKKHPFFEF66CA
1032,淡水區,房地(土地+建物)+車位,新北市淡水區八勢路2巷1~30號,22.13,住,,,1081214,土地2建物1車位1,十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080509.0,155.52,2,2,2,有,有,14730000,116235.0,坡道平面,44.28,1800000,,RPPSMLMKKHPFFEF58CA
1034,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段211~240號,24.24,住,,,1090112,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080828.0,160.88,2,2,2,有,有,10800000,72821.0,坡道平面,33.17,1500000,,RPOTMLMKKHPFFEF58CA
1036,淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段151~180號,24.5,住,,,1090116,土地1建物1車位1,十三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020.0,182.63,3,2,2,有,有,10800000,59136.0,坡道平面,29.2,0,,RPOQMLPKKHPFFEF58CA
1037,淡水區,房地(土地+建物)+車位,新北市淡水區八勢路50巷61~90號,69.41,住,,,1081210,土地1建物1車位1,六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1070521.0,245.91,3,2,2,有,有,28630000,128288.0,坡道平面,37.94,1950000,1.地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊係由不動產經紀業或權利人自行提供屬實2.總價含裝潢,RPWPMLNKKHPFFEF09CA
1038,淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段1~30號,12.45,住,,,1090121,土地1建物1車位1,十九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214.0,110.42,2,1,1,有,有,7800000,70639.0,坡道平面,24.57,0,車位未單獨計價，需連同出售,RPSQMLNKKHPFFEF78CA
1041,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段121~150號,25.25,住,,,1090116,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731.0,178.11,4,2,2,有,有,10850000,60917.0,坡道平面,31.45,0,,RPOOMLNKKHPFFEF18CA
1044,汐止區,房地(土地+建物)+車位,新北市汐止區鄉長路一段31~60號,7.65,住,,,1090106,土地2建物1車位1,十七層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860111.0,123.88,3,2,2,有,有,7900000,63771.0,坡道機械,22.15,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPUOMLNKKHPFFDF68CA
